,Season,TeamID,Rank_WLK,Rank_DOL,Rank_COL,Rank_SAG,Rank_MOR,Rank_POM,Seed,TeamName,Wins,Losses,Win%,T_Wins,FGM,FGA,FG%,FGM_Ag,FGA_Ag,FG%_Ag,FGM_pg,FGM_Ag_pg,FGM3,FGA3,FG3%,FGM3_Ag,FGA3_Ag,FG3%_Ag,FGM3_pg,FGM3_Ag_pg,FTM,FTA,FT%,FTM_Ag,FTA_Ag,FTM_pg,FTM_Ag_pg,OR,OR_Ag,OR_pg,OR_Ag_pg,DR,DR_Ag,DR_pg,DR_Ag_pg,Ast,Ast_Ag,Ast_pg,Ast_Ag_pg,TO,TO_Ag,TO_pg,TO_Ag_pg,Stl,Stl_Ag,Stl_pg,Stl_Ag_pg,Blk,Blk_Ag,Blk_pg,Blk_Ag_pg,PF,PF_Ag,PF_pg,PF_Ag_pg
598,2012,1400,32,41,48,27,43,28,11,Texas,20,13,60.6061,0.0,816.0,1870.0,43.6364,747.0,1803.0,41.4309,24.727,22.636,190.0,581.0,32.7022,196.0,556.0,35.2518,5.758,5.939,589.0,806.0,73.0769,515.0,756.0,17.848,15.606,443.0,397.0,13.424,12.03,751.0,697.0,22.758,21.121,408.0,362.0,12.364,10.97,415.0,451.0,12.576,13.667,225.0,193.0,6.818,5.848,120.0,111.0,3.636,3.364,644.0,696.0,19.515,21.091
599,2012,1217,47,32,33,43,73,39,12,Harvard,25,4,86.2069,0.0,639.0,1376.0,46.439,593.0,1468.0,40.3951,22.034,20.448,168.0,473.0,35.518,132.0,393.0,33.5878,5.793,4.552,441.0,588.0,75.0,278.0,427.0,15.207,9.586,248.0,257.0,8.552,8.862,707.0,554.0,24.379,19.103,374.0,281.0,12.897,9.69,363.0,350.0,12.517,12.069,170.0,157.0,5.862,5.414,128.0,89.0,4.414,3.069,440.0,536.0,15.172,18.483
600,2012,1285,101,84,79,97,103,94,13,Montana,23,6,79.3103,0.0,720.0,1539.0,46.7836,620.0,1545.0,40.1294,24.828,21.379,186.0,486.0,38.2716,146.0,450.0,32.4444,6.414,5.034,440.0,612.0,71.8954,418.0,603.0,15.172,14.414,254.0,320.0,8.759,11.034,700.0,660.0,24.138,22.759,401.0,272.0,13.828,9.379,360.0,430.0,12.414,14.828,206.0,165.0,7.103,5.69,109.0,105.0,3.759,3.621,538.0,537.0,18.552,18.517
601,2012,1382,59,73,75,61,51,51,14,St Bonaventure,20,11,64.5161,0.0,747.0,1630.0,45.8282,695.0,1670.0,41.6168,24.097,22.419,167.0,490.0,34.0816,178.0,549.0,32.4226,5.387,5.742,530.0,697.0,76.0402,447.0,628.0,17.097,14.419,353.0,319.0,11.387,10.29,753.0,616.0,24.29,19.871,428.0,378.0,13.806,12.194,440.0,389.0,14.194,12.548,177.0,212.0,5.71,6.839,130.0,79.0,4.194,2.548,576.0,608.0,18.581,19.613
602,2012,1259,127,86,89,133,132,128,15,Loyola MD,24,8,75.0,0.0,736.0,1721.0,42.7658,713.0,1665.0,42.8228,23.0,22.281,160.0,470.0,34.0426,163.0,452.0,36.0619,5.0,5.094,531.0,740.0,71.7568,453.0,662.0,16.594,14.156,425.0,347.0,13.281,10.844,706.0,665.0,22.062,20.781,384.0,361.0,12.0,11.281,431.0,455.0,13.469,14.219,249.0,197.0,7.781,6.156,139.0,120.0,4.344,3.75,604.0,614.0,18.875,19.188
603,2012,1421,107,110,115,125,93,121,16,UNC Asheville,21,9,70.0,0.0,773.0,1650.0,46.8485,775.0,1712.0,45.2687,25.767,25.833,192.0,552.0,34.7826,209.0,590.0,35.4237,6.4,6.967,618.0,801.0,77.1536,411.0,618.0,20.6,13.7,318.0,367.0,10.6,12.233,682.0,650.0,22.733,21.667,459.0,446.0,15.3,14.867,405.0,474.0,13.5,15.8,242.0,203.0,8.067,6.767,67.0,101.0,2.233,3.367,538.0,658.0,17.933,21.933
604,2012,1314,4,4,3,6,4,5,1,North Carolina,29,5,85.2941,3.0,1020.0,2214.0,46.0705,852.0,2166.0,39.3352,30.0,25.059,172.0,507.0,33.925,248.0,778.0,31.8766,5.059,7.294,575.0,843.0,68.2088,321.0,477.0,16.912,9.441,533.0,382.0,15.676,11.235,999.0,783.0,29.382,23.029,593.0,395.0,17.441,11.618,400.0,457.0,11.765,13.441,232.0,203.0,6.824,5.971,190.0,118.0,5.588,3.471,503.0,709.0,14.794,20.853
605,2012,1242,6,6,6,4,8,4,2,Kansas,27,6,81.8182,5.0,880.0,1813.0,48.5383,696.0,1817.0,38.3049,26.667,21.091,198.0,553.0,35.8047,203.0,585.0,34.7009,6.0,6.152,518.0,744.0,69.6237,449.0,623.0,15.697,13.606,367.0,340.0,11.121,10.303,851.0,684.0,25.788,20.727,515.0,365.0,15.606,11.061,438.0,462.0,13.273,14.0,244.0,218.0,7.394,6.606,186.0,103.0,5.636,3.121,582.0,615.0,17.636,18.636
606,2012,1207,18,18,18,14,27,12,3,Georgetown,22,8,73.3333,1.0,727.0,1586.0,45.8386,619.0,1605.0,38.567,24.233,20.633,164.0,478.0,34.3096,139.0,522.0,26.6284,5.467,4.633,435.0,625.0,69.6,396.0,579.0,14.5,13.2,339.0,327.0,11.3,10.9,751.0,606.0,25.033,20.2,405.0,341.0,13.5,11.367,378.0,388.0,12.6,12.933,187.0,204.0,6.233,6.8,146.0,84.0,4.867,2.8,535.0,569.0,17.833,18.967
607,2012,1276,24,10,16,23,20,25,4,Michigan,23,9,71.875,0.0,764.0,1667.0,45.8308,720.0,1675.0,42.9851,23.875,22.5,260.0,737.0,35.2782,194.0,554.0,35.0181,8.125,6.062,348.0,482.0,72.1992,358.0,502.0,10.875,11.188,272.0,316.0,8.5,9.875,707.0,695.0,22.094,21.719,408.0,359.0,12.75,11.219,350.0,398.0,10.938,12.438,159.0,178.0,4.969,5.562,67.0,81.0,2.094,2.531,504.0,511.0,15.75,15.969
608,2012,1396,29,20,22,36,42,34,5,Temple,24,7,77.4194,0.0,846.0,1794.0,47.1572,789.0,1805.0,43.7119,27.29,25.452,226.0,562.0,40.2135,173.0,515.0,33.5922,7.29,5.581,439.0,611.0,71.8494,416.0,594.0,14.161,13.419,326.0,350.0,10.516,11.29,760.0,701.0,24.516,22.613,484.0,378.0,15.613,12.194,388.0,416.0,12.516,13.419,224.0,173.0,7.226,5.581,129.0,109.0,4.161,3.516,548.0,537.0,17.677,17.323
609,2012,1361,45,22,25,46,57,54,6,San Diego St,24,7,77.4194,0.0,781.0,1725.0,45.2754,713.0,1760.0,40.5114,25.194,23.0,173.0,513.0,33.7232,214.0,635.0,33.7008,5.581,6.903,439.0,625.0,70.24,352.0,502.0,14.161,11.355,325.0,302.0,10.484,9.742,809.0,712.0,26.097,22.968,382.0,374.0,12.323,12.065,394.0,391.0,12.71,12.613,168.0,172.0,5.419,5.548,72.0,98.0,2.323,3.161,501.0,565.0,16.161,18.226
610,2012,1388,38,25,29,35,44,44,7,St Mary's CA,25,5,83.3333,0.0,764.0,1628.0,46.9287,705.0,1623.0,43.4381,25.467,23.5,216.0,627.0,34.4498,160.0,435.0,36.7816,7.2,5.333,470.0,645.0,72.8682,316.0,471.0,15.667,10.533,343.0,265.0,11.433,8.833,743.0,611.0,24.767,20.367,462.0,354.0,15.4,11.8,352.0,359.0,11.733,11.967,204.0,170.0,6.8,5.667,88.0,77.0,2.933,2.567,478.0,571.0,15.933,19.033
611,2012,1166,21,16,13,25,35,35,8,Creighton,28,5,84.8485,1.0,925.0,1817.0,50.9081,848.0,1936.0,43.8017,28.03,25.697,270.0,636.0,42.4528,213.0,598.0,35.6187,8.182,6.455,521.0,712.0,73.1742,386.0,569.0,15.788,11.697,314.0,311.0,9.515,9.424,879.0,681.0,26.636,20.636,591.0,436.0,17.909,13.212,405.0,343.0,12.273,10.394,158.0,215.0,4.788,6.515,76.0,97.0,2.303,2.939,563.0,626.0,17.061,18.97
612,2012,1104,25,40,34,29,36,30,9,Alabama,21,11,65.625,0.0,756.0,1674.0,45.1613,644.0,1661.0,38.7718,23.625,20.125,129.0,453.0,28.4768,155.0,547.0,28.3364,4.031,4.844,437.0,611.0,71.5221,417.0,641.0,13.656,13.031,346.0,366.0,10.812,11.438,780.0,675.0,24.375,21.094,393.0,329.0,12.281,10.281,414.0,435.0,12.938,13.594,234.0,177.0,7.312,5.531,133.0,115.0,4.156,3.594,589.0,528.0,18.406,16.5
613,2012,1345,31,34,39,28,19,24,10,Purdue,21,12,63.6364,1.0,843.0,1912.0,44.09,778.0,1744.0,44.6101,25.545,23.576,271.0,719.0,37.6912,206.0,579.0,35.5786,8.212,6.242,425.0,652.0,65.184,416.0,596.0,12.879,12.606,372.0,319.0,11.273,9.667,718.0,790.0,21.758,23.939,452.0,413.0,13.697,12.515,286.0,422.0,8.667,12.788,216.0,128.0,6.545,3.879,107.0,107.0,3.242,3.242,587.0,580.0,17.788,17.576
614,2012,1301,41,48,42,45,31,43,11,NC State,22,12,64.7059,2.0,907.0,1960.0,46.2755,821.0,1964.0,41.8024,26.676,24.147,182.0,512.0,35.5469,219.0,648.0,33.7963,5.353,6.441,499.0,705.0,70.7801,452.0,636.0,14.676,13.294,413.0,378.0,12.147,11.118,851.0,742.0,25.029,21.824,543.0,390.0,15.971,11.471,436.0,426.0,12.824,12.529,235.0,221.0,6.912,6.5,138.0,115.0,4.059,3.382,579.0,602.0,17.029,17.706
615,2012,1143,33,39,41,31,38,27,12,California,24,9,72.7273,0.0,872.0,1820.0,47.9121,758.0,1844.0,41.1063,26.424,22.97,153.0,416.0,36.7788,181.0,553.0,32.7306,4.636,5.485,468.0,627.0,74.6411,342.0,497.0,14.182,10.364,329.0,310.0,9.97,9.394,822.0,695.0,24.909,21.061,530.0,371.0,16.061,11.242,404.0,427.0,12.242,12.939,158.0,166.0,4.788,5.03,104.0,80.0,3.152,2.424,475.0,585.0,14.394,17.727
616,2012,1378,51,60,59,70,47,66,12,South Florida,19,13,59.375,2.0,678.0,1560.0,43.4615,650.0,1653.0,39.3224,21.188,20.312,147.0,473.0,31.0782,164.0,536.0,30.597,4.594,5.125,379.0,534.0,70.9738,370.0,526.0,11.844,11.562,332.0,335.0,10.375,10.469,746.0,639.0,23.312,19.969,372.0,366.0,11.625,11.438,438.0,360.0,13.688,11.25,178.0,229.0,5.562,7.156,114.0,110.0,3.562,3.438,492.0,514.0,15.375,16.062
617,2012,1325,62,50,53,72,78,71,13,Ohio,26,7,78.7879,2.0,804.0,1884.0,42.6752,689.0,1647.0,41.8336,24.364,20.879,239.0,717.0,33.3333,177.0,584.0,30.3082,7.242,5.364,470.0,690.0,68.1159,513.0,716.0,14.242,15.545,419.0,360.0,12.697,10.909,711.0,777.0,21.545,23.545,427.0,367.0,12.939,11.121,436.0,589.0,13.212,17.848,312.0,201.0,9.455,6.091,89.0,112.0,2.697,3.394,652.0,638.0,19.758,19.333
618,2012,1125,36,44,65,33,45,23,14,Belmont,26,7,78.7879,0.0,921.0,1914.0,48.1191,797.0,1872.0,42.5748,27.909,24.152,291.0,763.0,38.1389,195.0,579.0,33.6788,8.818,5.909,553.0,750.0,73.7333,439.0,671.0,16.758,13.303,380.0,384.0,11.515,11.636,818.0,718.0,24.788,21.758,572.0,426.0,17.333,12.909,403.0,474.0,12.212,14.364,243.0,217.0,7.364,6.576,74.0,144.0,2.242,4.364,603.0,636.0,18.273,19.273
619,2012,1178,116,124,118,119,82,115,15,Detroit,20,13,60.6061,0.0,802.0,1804.0,44.4568,773.0,1737.0,44.502,24.303,23.424,147.0,497.0,29.5775,222.0,601.0,36.9384,4.455,6.727,588.0,794.0,74.0554,474.0,672.0,17.818,14.364,387.0,350.0,11.727,10.606,712.0,710.0,21.576,21.515,415.0,431.0,12.576,13.061,421.0,495.0,12.758,15.0,241.0,194.0,7.303,5.879,148.0,87.0,4.485,2.636,636.0,660.0,19.273,20.0
620,2012,1249,102,130,129,115,135,103,16,Lamar,21,11,65.625,0.0,812.0,1891.0,42.9402,768.0,1815.0,42.314,25.375,24.0,136.0,410.0,33.1707,160.0,470.0,34.0426,4.25,5.0,564.0,779.0,72.4005,412.0,614.0,17.625,12.875,447.0,354.0,13.969,11.062,808.0,750.0,25.25,23.438,398.0,384.0,12.438,12.0,388.0,449.0,12.125,14.031,252.0,167.0,7.875,5.219,140.0,124.0,4.375,3.875,561.0,596.0,17.531,18.625
621,2012,1436,137,147,149,147,136,118,16,Vermont,23,11,67.6471,1.0,798.0,1801.0,44.3087,736.0,1805.0,40.7756,23.471,21.647,184.0,532.0,34.5865,182.0,571.0,31.8739,5.412,5.353,506.0,682.0,74.1935,403.0,598.0,14.882,11.853,376.0,353.0,11.059,10.382,826.0,725.0,24.294,21.324,451.0,338.0,13.265,9.941,420.0,434.0,12.353,12.765,212.0,192.0,6.235,5.647,81.0,110.0,2.382,3.235,589.0,638.0,17.324,18.765
622,2012,1246,1,1,2,1,3,1,1,Kentucky,32,2,94.1176,6.0,929.0,1924.0,48.2848,732.0,1991.0,36.7654,27.324,21.529,195.0,525.0,37.1429,192.0,598.0,32.107,5.735,5.647,554.0,769.0,72.0416,350.0,509.0,16.294,10.294,425.0,407.0,12.5,11.971,905.0,678.0,26.618,19.941,450.0,356.0,13.235,10.471,386.0,404.0,11.353,11.882,215.0,187.0,6.324,5.5,299.0,113.0,8.794,3.324,495.0,622.0,14.559,18.294
623,2012,1181,9,8,4,11,14,17,2,Duke,27,6,81.8182,0.0,850.0,1857.0,45.7728,842.0,1944.0,43.3128,25.758,25.515,268.0,713.0,37.5877,147.0,464.0,31.681,8.121,4.455,590.0,841.0,70.1546,428.0,620.0,17.879,12.97,393.0,386.0,11.909,11.697,814.0,739.0,24.667,22.394,411.0,368.0,12.455,11.152,402.0,426.0,12.182,12.909,206.0,187.0,6.242,5.667,133.0,88.0,4.03,2.667,600.0,686.0,18.182,20.788
624,2012,1124,13,9,9,12,18,14,3,Baylor,26,7,78.7879,3.0,861.0,1848.0,46.5909,772.0,1853.0,41.6622,26.091,23.394,222.0,589.0,37.691,207.0,611.0,33.8789,6.727,6.273,507.0,674.0,75.2226,403.0,587.0,15.364,12.212,400.0,386.0,12.121,11.697,789.0,663.0,23.909,20.091,486.0,430.0,14.727,13.03,457.0,474.0,13.848,14.364,252.0,224.0,7.636,6.788,153.0,105.0,4.636,3.182,582.0,621.0,17.636,18.818
625,2012,1231,8,12,17,9,9,11,4,Indiana,25,8,75.7576,2.0,857.0,1759.0,48.7209,766.0,1818.0,42.1342,25.97,23.212,211.0,487.0,43.3265,201.0,576.0,34.8958,6.394,6.091,625.0,820.0,76.2195,430.0,622.0,18.939,13.03,356.0,361.0,10.788,10.939,796.0,648.0,24.121,19.636,443.0,349.0,13.424,10.576,421.0,448.0,12.758,13.576,212.0,223.0,6.424,6.758,111.0,133.0,3.364,4.03,580.0,683.0,17.576,20.697
626,2012,1455,10,15,11,10,10,10,5,Wichita St,26,5,83.871,0.0,849.0,1768.0,48.0204,686.0,1733.0,39.5845,27.387,22.129,217.0,586.0,37.0307,176.0,561.0,31.3725,7.0,5.677,469.0,623.0,75.2809,397.0,578.0,15.129,12.806,338.0,298.0,10.903,9.613,836.0,672.0,26.968,21.677,451.0,342.0,14.548,11.032,375.0,391.0,12.097,12.613,186.0,170.0,6.0,5.484,123.0,92.0,3.968,2.968,528.0,563.0,17.032,18.161
627,2012,1424,34,26,27,24,37,33,6,UNLV,24,8,75.0,0.0,855.0,1856.0,46.0668,751.0,1847.0,40.6605,26.719,23.469,266.0,714.0,37.2549,202.0,610.0,33.1148,8.312,6.312,454.0,664.0,68.3735,419.0,617.0,14.188,13.094,362.0,363.0,11.312,11.344,840.0,749.0,26.25,23.406,562.0,371.0,17.562,11.594,439.0,473.0,13.719,14.781,260.0,204.0,8.125,6.375,156.0,77.0,4.875,2.406,556.0,587.0,17.375,18.344
628,2012,1323,39,36,37,42,29,41,7,Notre Dame,22,11,66.6667,0.0,756.0,1751.0,43.1753,770.0,1869.0,41.1985,22.909,23.333,212.0,644.0,32.9193,163.0,525.0,31.0476,6.424,4.939,470.0,664.0,70.7831,327.0,462.0,14.242,9.909,339.0,371.0,10.273,11.242,784.0,766.0,23.758,23.212,478.0,410.0,14.485,12.424,331.0,357.0,10.03,10.818,171.0,180.0,5.182,5.455,113.0,97.0,3.424,2.939,454.0,593.0,13.758,17.97
629,2012,1235,27,31,31,32,33,29,8,Iowa St,22,10,68.75,1.0,796.0,1773.0,44.8957,812.0,1865.0,43.5389,24.875,25.375,284.0,748.0,37.9679,176.0,591.0,29.78,8.875,5.5,466.0,686.0,67.93,335.0,479.0,14.562,10.469,347.0,296.0,10.844,9.25,828.0,732.0,25.875,22.875,467.0,421.0,14.594,13.156,401.0,380.0,12.531,11.875,188.0,184.0,5.875,5.75,90.0,99.0,2.812,3.094,514.0,591.0,16.062,18.469
630,2012,1163,35,49,40,37,28,37,9,Connecticut,20,13,60.6061,0.0,837.0,1844.0,45.3905,759.0,1980.0,38.3333,25.364,23.0,178.0,538.0,33.0855,239.0,697.0,34.2898,5.394,7.242,420.0,635.0,66.1417,359.0,494.0,12.727,10.879,407.0,445.0,12.333,13.485,842.0,699.0,25.515,21.182,449.0,398.0,13.606,12.061,414.0,361.0,12.545,10.939,192.0,218.0,5.818,6.606,228.0,86.0,6.909,2.606,475.0,569.0,14.394,17.242
631,2012,1462,53,52,50,55,60,58,10,Xavier,21,12,63.6364,2.0,829.0,1831.0,45.2758,753.0,1893.0,39.7781,25.121,22.818,161.0,461.0,34.9241,207.0,676.0,30.6213,4.879,6.273,517.0,747.0,69.2102,513.0,689.0,15.667,15.545,358.0,366.0,10.848,11.091,844.0,770.0,25.576,23.333,442.0,438.0,13.394,13.273,420.0,420.0,12.727,12.727,201.0,213.0,6.091,6.455,124.0,117.0,3.758,3.545,622.0,639.0,18.848,19.364
632,2012,1160,81,63,64,80,68,75,11,Colorado,21,11,65.625,1.0,727.0,1654.0,43.9541,728.0,1762.0,41.3167,22.719,22.75,178.0,522.0,34.0996,200.0,608.0,32.8947,5.562,6.25,489.0,712.0,68.6798,378.0,572.0,15.281,11.812,306.0,322.0,9.562,10.062,808.0,737.0,25.25,23.031,364.0,351.0,11.375,10.969,402.0,392.0,12.562,12.25,188.0,193.0,5.875,6.031,104.0,120.0,3.25,3.75,547.0,571.0,17.094,17.844
633,2012,1433,43,33,35,50,55,47,12,VCU,28,6,82.3529,1.0,789.0,1924.0,41.0083,714.0,1688.0,42.2986,23.206,21.0,252.0,747.0,33.7349,163.0,513.0,31.7739,7.412,4.794,495.0,718.0,68.9415,441.0,639.0,14.559,12.971,421.0,373.0,12.382,10.971,724.0,823.0,21.294,24.206,416.0,333.0,12.235,9.794,387.0,610.0,11.382,17.941,361.0,196.0,10.618,5.765,126.0,141.0,3.706,4.147,617.0,636.0,18.147,18.706
634,2012,1308,61,75,70,63,64,63,13,New Mexico St,24,9,72.7273,0.0,874.0,1871.0,46.713,817.0,1911.0,42.7525,26.485,24.758,151.0,461.0,32.7549,193.0,603.0,32.0066,4.576,5.848,655.0,987.0,66.3627,420.0,634.0,19.848,12.727,477.0,357.0,14.455,10.818,843.0,695.0,25.545,21.061,458.0,441.0,13.879,13.364,484.0,478.0,14.667,14.485,224.0,193.0,6.788,5.848,135.0,111.0,4.091,3.364,592.0,734.0,17.939,22.242
635,2012,1355,68,69,63,59,67,57,14,S Dakota St,25,7,78.125,0.0,831.0,1788.0,46.4765,795.0,1774.0,44.814,25.969,24.844,261.0,664.0,39.3072,181.0,559.0,32.3792,8.156,5.656,521.0,714.0,72.9692,361.0,524.0,16.281,11.281,325.0,300.0,10.156,9.375,764.0,740.0,23.875,23.125,445.0,395.0,13.906,12.344,333.0,410.0,10.406,12.812,207.0,178.0,6.469,5.562,59.0,83.0,1.844,2.594,519.0,621.0,16.219,19.406
636,2012,1250,87,83,97,92,113,83,15,Lehigh,25,7,78.125,1.0,824.0,1850.0,44.5405,742.0,1778.0,41.7323,25.75,23.188,237.0,668.0,35.479,191.0,573.0,33.3333,7.406,5.969,535.0,691.0,77.424,418.0,592.0,16.719,13.062,347.0,327.0,10.844,10.219,791.0,757.0,24.719,23.656,416.0,418.0,13.0,13.062,369.0,470.0,11.531,14.688,250.0,182.0,7.812,5.688,93.0,123.0,2.906,3.844,569.0,600.0,17.781,18.75
637,2012,1290,222,174,163,233,284,256,16,MS Valley St,21,12,63.6364,0.0,790.0,1964.0,40.224,782.0,1789.0,43.7116,23.939,23.697,248.0,755.0,32.8477,231.0,595.0,38.8235,7.515,7.0,446.0,686.0,65.0146,491.0,747.0,13.515,14.879,437.0,360.0,13.242,10.909,788.0,862.0,23.879,26.121,439.0,416.0,13.303,12.606,478.0,536.0,14.485,16.242,289.0,202.0,8.758,6.121,79.0,132.0,2.394,4.0,674.0,582.0,20.424,17.636
638,2012,1443,186,189,180,202,183,191,16,WKU,15,18,45.4545,1.0,725.0,1827.0,39.6825,787.0,1825.0,43.1233,21.97,23.848,187.0,607.0,30.8072,156.0,468.0,33.3333,5.667,4.727,510.0,736.0,69.2935,514.0,708.0,15.455,15.576,413.0,376.0,12.515,11.394,772.0,816.0,23.394,24.727,365.0,386.0,11.061,11.697,496.0,481.0,15.03,14.576,182.0,211.0,5.515,6.394,135.0,131.0,4.091,3.97,654.0,640.0,19.818,19.394
639,2012,1277,3,5,5,3,2,3,1,Michigan St,27,7,79.4118,2.0,881.0,1849.0,47.6474,690.0,1826.0,37.7875,25.912,20.294,188.0,515.0,36.5049,190.0,650.0,29.2308,5.529,5.588,503.0,721.0,69.7642,440.0,624.0,14.794,12.941,399.0,341.0,11.735,10.029,893.0,678.0,26.265,19.941,521.0,360.0,15.324,10.588,442.0,437.0,13.0,12.853,249.0,212.0,7.324,6.235,149.0,97.0,4.382,2.853,599.0,638.0,17.618,18.765
640,2012,1281,7,3,7,7,7,7,2,Missouri,30,4,88.2353,0.0,952.0,1890.0,50.3704,837.0,1897.0,44.1223,28.0,24.618,280.0,708.0,39.548,212.0,585.0,36.2393,8.235,6.235,546.0,713.0,76.5778,349.0,516.0,16.059,10.265,312.0,366.0,9.176,10.765,783.0,706.0,23.029,20.765,551.0,436.0,16.206,12.824,350.0,490.0,10.294,14.412,279.0,179.0,8.206,5.265,96.0,90.0,2.824,2.647,480.0,637.0,14.118,18.735
641,2012,1266,14,13,10,15,16,18,3,Marquette,25,7,78.125,2.0,848.0,1847.0,45.9123,764.0,1881.0,40.6167,26.5,23.875,182.0,540.0,33.7037,195.0,607.0,32.1252,5.688,6.094,552.0,766.0,72.0627,396.0,585.0,17.25,12.375,378.0,436.0,11.812,13.625,768.0,720.0,24.0,22.5,539.0,445.0,16.844,13.906,424.0,533.0,13.25,16.656,282.0,231.0,8.812,7.219,112.0,131.0,3.5,4.094,572.0,645.0,17.875,20.156
642,2012,1257,17,17,12,18,13,20,4,Louisville,26,9,74.2857,4.0,848.0,1997.0,42.4637,747.0,1969.0,37.938,24.229,21.343,206.0,663.0,31.0709,194.0,630.0,30.7937,5.886,5.543,507.0,739.0,68.6062,453.0,685.0,14.486,12.943,460.0,459.0,13.143,13.114,878.0,812.0,25.086,23.2,482.0,390.0,13.771,11.143,513.0,555.0,14.657,15.857,319.0,256.0,9.114,7.314,170.0,119.0,4.857,3.4,625.0,666.0,17.857,19.029
643,2012,1307,20,21,23,16,17,13,5,New Mexico,26,6,81.25,1.0,795.0,1734.0,45.8478,667.0,1735.0,38.4438,24.844,20.844,246.0,639.0,38.4977,196.0,634.0,30.9148,7.688,6.125,486.0,683.0,71.1567,379.0,556.0,15.188,11.844,355.0,318.0,11.094,9.938,848.0,689.0,26.5,21.531,515.0,360.0,16.094,11.25,426.0,456.0,13.312,14.25,219.0,182.0,6.844,5.688,105.0,74.0,3.281,2.312,564.0,627.0,17.625,19.594
644,2012,1293,42,11,14,40,79,49,6,Murray St,27,1,96.4286,1.0,690.0,1451.0,47.5534,636.0,1512.0,42.0635,24.643,22.714,208.0,511.0,40.7045,121.0,410.0,29.5122,7.429,4.321,490.0,673.0,72.8083,353.0,531.0,17.5,12.607,298.0,338.0,10.643,12.071,633.0,560.0,22.607,20.0,351.0,294.0,12.536,10.5,391.0,449.0,13.964,16.036,225.0,181.0,8.036,6.464,120.0,76.0,4.286,2.714,510.0,573.0,18.214,20.464
645,2012,1196,16,27,26,17,22,19,7,Florida,23,10,69.697,3.0,872.0,1893.0,46.0644,792.0,1829.0,43.3024,26.424,24.0,328.0,841.0,39.0012,207.0,582.0,35.567,9.939,6.273,445.0,625.0,71.2,388.0,562.0,13.485,11.758,378.0,352.0,11.455,10.667,782.0,740.0,23.697,22.424,495.0,408.0,15.0,12.364,360.0,428.0,10.909,12.97,214.0,167.0,6.485,5.061,108.0,100.0,3.273,3.03,523.0,592.0,15.848,17.939
646,2012,1272,11,24,20,13,5,9,8,Memphis,26,8,76.4706,0.0,912.0,1845.0,49.4309,730.0,1899.0,38.4413,26.824,21.471,183.0,496.0,36.8952,183.0,590.0,31.0169,5.382,5.382,553.0,768.0,72.0052,504.0,727.0,16.265,14.824,322.0,416.0,9.471,12.235,848.0,702.0,24.941,20.647,502.0,373.0,14.765,10.971,433.0,475.0,12.735,13.971,270.0,207.0,7.941,6.088,193.0,121.0,5.676,3.559,648.0,632.0,19.059,18.588
647,2012,1387,23,30,28,19,26,15,9,St Louis,24,7,77.4194,1.0,752.0,1657.0,45.3832,620.0,1521.0,40.7627,24.258,20.0,222.0,602.0,36.8771,125.0,390.0,32.0513,7.161,4.032,416.0,582.0,71.4777,414.0,569.0,13.419,13.355,317.0,290.0,10.226,9.355,698.0,677.0,22.516,21.839,434.0,274.0,14.0,8.839,350.0,459.0,11.29,14.806,216.0,162.0,6.968,5.226,94.0,113.0,3.032,3.645,526.0,557.0,16.968,17.968
648,2012,1438,26,37,38,26,34,26,10,Virginia,22,9,70.9677,0.0,703.0,1529.0,45.9778,608.0,1536.0,39.5833,22.677,19.613,152.0,451.0,33.7029,145.0,492.0,29.4715,4.903,4.677,397.0,548.0,72.4453,303.0,478.0,12.806,9.774,251.0,257.0,8.097,8.29,756.0,650.0,24.387,20.968,382.0,259.0,12.323,8.355,354.0,401.0,11.419,12.935,202.0,186.0,6.516,6.0,87.0,75.0,2.806,2.419,491.0,517.0,15.839,16.677
649,2012,1161,73,66,49,76,75,76,11,Colorado St,20,11,64.5161,0.0,748.0,1573.0,47.5524,718.0,1645.0,43.6474,24.129,23.161,186.0,459.0,40.5229,225.0,631.0,35.6577,6.0,7.258,520.0,676.0,76.9231,458.0,643.0,16.774,14.774,254.0,299.0,8.194,9.645,717.0,640.0,23.129,20.645,382.0,387.0,12.323,12.484,386.0,375.0,12.452,12.097,166.0,159.0,5.355,5.129,59.0,101.0,1.903,3.258,584.0,593.0,18.839,19.129
650,2012,1253,44,42,66,41,58,36,12,Long Beach St,23,8,74.1935,0.0,793.0,1703.0,46.5649,739.0,1759.0,42.0125,25.581,23.839,205.0,572.0,35.8392,191.0,559.0,34.1682,6.613,6.161,496.0,739.0,67.1177,334.0,481.0,16.0,10.774,350.0,348.0,11.29,11.226,755.0,674.0,24.355,21.742,438.0,389.0,14.129,12.548,399.0,456.0,12.871,14.71,211.0,178.0,6.806,5.742,85.0,88.0,2.742,2.839,488.0,605.0,15.742,19.516
651,2012,1172,56,62,68,71,76,68,13,Davidson,24,7,77.4194,0.0,821.0,1833.0,44.79,736.0,1724.0,42.6914,26.484,23.742,240.0,705.0,34.0426,163.0,479.0,34.0292,7.742,5.258,516.0,673.0,76.6716,470.0,704.0,16.645,15.161,381.0,296.0,12.29,9.548,813.0,706.0,26.226,22.774,420.0,325.0,13.548,10.484,369.0,377.0,11.903,12.161,168.0,190.0,5.419,6.129,107.0,111.0,3.452,3.581,634.0,608.0,20.452,19.613
