,Season,TeamID,Rank_WLK,Rank_DOL,Rank_COL,Rank_SAG,Rank_MOR,Rank_POM,Seed,TeamName,Wins,Losses,Win%,T_Wins
4044,2013,1207,11,9,9,9,11,12,2,Georgetown,25,6,80.6452,0.0
4050,2013,1196,3,15,15,3,6,1,3,Florida,26,7,78.7879,3.0
4056,2013,1276,8,10,12,11,13,11,4,Michigan,25,7,78.125,5.0
4062,2013,1433,19,31,27,26,16,21,5,VCU,26,8,76.4706,1.0
4068,2013,1417,34,27,19,41,56,44,6,UCLA,25,9,73.5294,0.0
4074,2013,1361,35,42,33,32,47,26,7,San Diego St,20,10,66.6667,1.0
4080,2013,1314,22,26,25,19,18,28,8,North Carolina,23,10,69.697,1.0
4086,2013,1437,52,53,54,40,32,45,9,Villanova,19,13,59.375,0.0
4092,2013,1328,49,52,46,43,49,51,10,Oklahoma,20,11,64.5161,0.0
4098,2013,1278,23,37,35,30,30,23,11,Minnesota,20,12,62.5,1.0
4104,2013,1103,55,46,50,62,60,54,12,Akron,25,6,80.6452,0.0
4110,2013,1355,110,92,86,93,98,102,13,S Dakota St,22,9,70.9677,0.0
4116,2013,1322,127,104,104,138,179,133,14,Northwestern LA,19,8,70.3704,0.0
4122,2013,1195,124,120,115,126,110,126,15,FL Gulf Coast,22,10,68.75,2.0
4128,2013,1443,169,167,146,182,181,183,16,WKU,19,15,55.8824,0.0
4134,2013,1257,1,2,3,1,1,2,1,Louisville,29,5,85.2941,6.0
4140,2013,1181,4,3,2,7,7,6,2,Duke,27,5,84.375,3.0
4146,2013,1277,10,8,10,8,8,10,3,Michigan St,24,8,75.0,2.0
4152,2013,1387,18,20,14,15,10,16,4,St Louis,27,6,81.8182,1.0
4158,2013,1329,20,23,24,18,31,20,5,Oklahoma St,24,8,75.0,0.0
4164,2013,1272,26,13,13,27,22,39,6,Memphis,30,4,88.2353,1.0
4170,2013,1166,15,22,23,21,20,15,7,Creighton,27,7,79.4118,1.0
4176,2013,1161,29,28,22,36,40,24,8,Colorado St,23,8,74.1935,1.0
4182,2013,1281,24,36,44,16,17,18,9,Missouri,23,10,69.697,0.0
4188,2013,1153,36,39,41,35,34,40,10,Cincinnati,22,11,66.6667,0.0
4194,2013,1292,44,38,36,53,51,32,11,MTSU,28,5,84.8485,0.0
4200,2013,1388,32,25,31,34,21,22,11,St Mary's CA,26,6,81.25,1.0
4206,2013,1332,39,30,30,47,58,43,12,Oregon,26,8,76.4706,2.0
4212,2013,1308,77,68,66,79,83,80,13,New Mexico St,23,10,69.697,0.0
4218,2013,1434,64,59,56,65,67,66,14,Valparaiso,25,7,78.125,0.0
4224,2013,1107,143,117,120,167,161,147,15,SUNY Albany,24,10,70.5882,0.0
4230,2013,1251,264,278,293,260,237,251,16,Liberty,12,20,37.5,0.0
4236,2013,1299,223,221,222,242,234,226,16,NC A&T,18,16,52.9412,1.0
4242,2013,1211,5,1,5,6,4,4,1,Gonzaga,30,2,93.75,1.0
4248,2013,1326,7,5,8,5,3,5,2,Ohio St,26,7,78.7879,3.0
4254,2013,1307,17,6,1,17,26,17,3,New Mexico,29,5,85.2941,0.0
4260,2013,1243,25,11,17,20,27,30,4,Kansas St,26,7,78.7879,0.0
4266,2013,1458,13,16,29,12,9,9,5,Wisconsin,23,11,67.6471,0.0
4272,2013,1112,16,18,11,23,42,19,6,Arizona,25,7,78.125,2.0
4278,2013,1323,28,19,26,24,19,31,7,Notre Dame,25,9,73.5294,0.0
4284,2013,1338,14,24,28,10,12,7,8,Pittsburgh,24,8,75.0,0.0
4290,2013,1455,31,33,34,42,35,33,9,Wichita St,26,8,76.4706,4.0
4296,2013,1235,37,44,49,33,36,37,10,Iowa St,22,11,66.6667,1.0
4302,2013,1125,40,48,43,50,61,46,11,Belmont,24,6,80.0,0.0
4308,2013,1279,33,34,37,28,29,34,12,Mississippi,26,8,76.4706,1.0
4314,2013,1129,50,47,45,58,57,49,13,Boise St,19,10,65.5172,0.0
4320,2013,1247,53,55,48,57,46,57,13,La Salle,21,9,70.0,3.0
4326,2013,1217,108,88,101,105,96,108,14,Harvard,18,9,66.6667,1.0
4332,2013,1233,90,115,119,98,90,96,15,Iona,20,13,60.6061,0.0
4338,2013,1380,180,183,184,214,270,170,16,Southern Univ,20,9,68.9655,0.0
4344,2014,1438,7,6,9,5,3,4,1,Virginia,28,6,82.3529,2.0
4350,2014,1437,5,4,4,4,6,7,2,Villanova,28,4,87.5,1.0
4356,2014,1235,14,5,6,13,20,23,3,Iowa St,26,7,78.7879,2.0
4362,2014,1277,10,11,12,8,5,10,4,Michigan St,26,8,76.4706,3.0
4368,2014,1153,28,15,19,28,25,24,5,Cincinnati,27,6,81.8182,0.0
4374,2014,1314,27,27,29,27,19,25,6,North Carolina,23,9,71.875,1.0
4380,2014,1163,29,18,26,24,16,26,7,Connecticut,26,8,76.4706,6.0
4386,2014,1272,43,28,35,41,39,40,8,Memphis,22,9,70.9677,1.0
4392,2014,1203,46,34,33,46,57,41,9,G Washington,24,8,75.0,0.0
4398,2014,1386,51,39,34,56,35,49,10,St Joseph's PA,24,9,72.7273,0.0
4404,2014,1344,45,35,36,45,33,48,11,Providence,23,11,67.6471,0.0
4410,2014,1217,39,36,47,35,37,33,12,Harvard,25,4,86.2069,1.0
4416,2014,1174,98,75,80,106,119,103,13,Delaware,25,9,73.5294,0.0
4422,2014,1300,96,81,98,83,92,74,14,NC Central,26,5,83.871,0.0
4428,2014,1454,154,127,130,165,172,168,15,WI Milwaukee,20,13,60.6061,0.0
4434,2014,1157,210,208,188,224,200,222,16,Coastal Car,18,12,60.0,0.0
4440,2014,1196,3,1,1,3,2,3,1,Florida,32,2,94.1176,4.0
4446,2014,1242,4,12,5,6,13,8,2,Kansas,24,9,72.7273,1.0
4452,2014,1393,18,9,8,19,21,14,3,Syracuse,27,5,84.375,1.0
4458,2014,1417,12,17,15,15,11,18,4,UCLA,26,8,76.4706,2.0
4464,2014,1433,21,32,24,23,17,12,5,VCU,26,8,76.4706,0.0
4470,2014,1326,19,19,21,14,14,20,6,Ohio St,25,9,73.5294,0.0
4476,2014,1307,31,20,17,31,28,28,7,New Mexico,27,6,81.8182,0.0
4482,2014,1160,47,31,32,55,72,63,8,Colorado,23,11,67.6471,0.0
4488,2014,1338,17,23,31,20,18,16,9,Pittsburgh,25,9,73.5294,1.0
4494,2014,1390,32,38,38,33,41,36,10,Stanford,21,12,63.6364,2.0
4500,2014,1173,54,56,40,58,56,51,11,Dayton,23,10,69.697,3.0
4506,2014,1372,72,43,49,82,113,55,12,SF Austin,29,2,93.5484,1.0
4512,2014,1409,83,101,82,71,67,65,13,Tulsa,21,12,63.6364,0.0
4518,2014,1444,111,88,72,123,116,113,14,W Michigan,22,9,70.9677,0.0
4524,2014,1184,129,125,114,143,146,124,15,E Kentucky,22,9,70.9677,0.0
4530,2014,1107,196,187,211,185,157,177,16,SUNY Albany,18,14,56.25,1.0
4536,2014,1291,219,223,220,215,186,188,16,Mt St Mary's,16,16,50.0,0.0
4542,2014,1276,13,8,13,10,7,15,2,Michigan,25,8,75.7576,3.0
4548,2014,1181,8,14,14,7,8,6,3,Duke,26,8,76.4706,0.0
4554,2014,1257,2,13,16,2,1,2,4,Louisville,29,5,85.2941,2.0
4560,2014,1387,35,30,23,36,49,34,5,St Louis,25,6,80.6452,1.0
4566,2014,1269,40,33,25,47,64,50,6,Massachusetts,24,8,75.0,0.0
4572,2014,1400,36,24,30,39,55,37,7,Texas,23,10,69.697,1.0
4578,2014,1246,16,25,22,18,26,17,8,Kentucky,24,10,70.5882,5.0
4584,2014,1243,49,49,42,40,53,43,9,Kansas St,20,12,62.5,0.0
4590,2014,1113,34,40,39,37,59,47,10,Arizona St,21,11,65.625,0.0
4596,2014,1234,24,41,52,17,22,27,11,Iowa,20,12,62.5,0.0
4602,2014,1397,25,53,48,25,15,11,11,Tennessee,20,12,62.5,3.0
4608,2014,1301,66,54,58,67,38,54,12,NC State,21,13,61.7647,1.0
4614,2014,1462,38,42,44,48,50,56,12,Xavier,21,12,63.6364,0.0
4620,2014,1264,75,69,65,74,83,66,13,Manhattan,25,7,78.125,0.0
4626,2014,1273,97,100,93,89,94,95,14,Mercer,23,8,74.1935,1.0
4632,2014,1459,188,193,181,192,165,181,15,Wofford,17,12,58.6207,0.0
4638,2014,1142,187,196,230,175,212,166,16,Cal Poly,11,19,36.6667,1.0
4644,2014,1411,251,254,239,254,274,250,16,TX Southern,18,14,56.25,0.0
4650,2014,1112,1,3,2,1,4,1,1,Arizona,30,4,88.2353,3.0
4656,2014,1458,9,7,7,9,9,13,2,Wisconsin,26,7,78.7879,4.0
4662,2014,1166,6,16,10,11,10,9,3,Creighton,26,7,78.7879,1.0
4668,2014,1361,22,10,11,22,30,21,4,San Diego St,27,4,87.0968,2.0
4674,2014,1328,26,21,18,26,29,29,5,Oklahoma,23,9,71.875,0.0
4680,2014,1124,30,26,28,29,27,31,6,Baylor,22,11,66.6667,2.0
4686,2014,1332,23,29,27,30,32,30,7,Oregon,23,9,71.875,1.0
4692,2014,1211,20,22,20,21,24,19,8,Gonzaga,27,6,81.8182,1.0
4698,2014,1329,15,37,37,16,23,22,9,Oklahoma St,21,12,63.6364,0.0
4704,2014,1140,50,51,45,42,48,45,10,BYU,22,11,66.6667,0.0
4710,2014,1304,53,44,51,54,31,46,11,Nebraska,19,12,61.2903,0.0
4716,2014,1295,63,59,55,65,60,53,12,N Dakota St,22,6,78.5714,1.0
4722,2014,1308,74,87,88,79,102,72,13,New Mexico St,25,9,73.5294,0.0
4728,2014,1418,113,111,106,119,125,115,14,Louisiana,20,11,64.5161,0.0
4734,2014,1110,127,139,150,117,124,97,15,American Univ,20,12,62.5,0.0
4740,2014,1451,167,169,163,171,177,171,16,Weber St,17,11,60.7143,0.0
4746,2015,1437,4,2,2,6,4,5,1,Villanova,32,2,94.1176,1.0
4752,2015,1438,6,3,4,3,6,4,2,Virginia,29,3,90.625,1.0
4758,2015,1328,13,17,19,13,12,9,3,Oklahoma,22,10,68.75,2.0
4764,2015,1257,15,14,15,15,13,18,4,Louisville,24,8,75.0,3.0
4770,2015,1320,28,12,13,22,31,12,5,Northern Iowa,30,3,90.9091,1.0
4776,2015,1344,26,28,24,28,21,28,6,Providence,22,11,66.6667,0.0
4782,2015,1277,16,24,26,16,14,17,7,Michigan St,23,11,67.6471,4.0
4788,2015,1301,33,40,40,32,22,38,8,NC State,20,13,60.6061,2.0
4794,2015,1261,37,44,39,43,47,43,9,LSU,22,10,68.75,0.0
4800,2015,1208,35,33,35,37,39,36,10,Georgia,21,11,65.625,0.0
4806,2015,1129,56,49,48,45,48,39,11,Boise St,23,8,74.1935,0.0
4812,2015,1173,43,41,28,48,62,40,11,Dayton,25,8,75.7576,2.0
4818,2015,1461,106,66,67,98,97,102,12,Wyoming,23,9,71.875,0.0
4824,2015,1414,103,112,107,97,103,94,13,UC Irvine,19,12,61.2903,0.0
4830,2015,1107,132,103,101,130,145,132,14,SUNY Albany,24,8,75.0,0.0
4836,2015,1125,136,130,120,150,131,149,15,Belmont,21,10,67.7419,0.0
4842,2015,1248,166,161,130,176,192,195,16,Lafayette,19,12,61.2903,0.0
4848,2015,1181,5,5,5,5,5,7,1,Duke,29,4,87.8788,6.0
4854,2015,1211,7,6,8,7,9,6,2,Gonzaga,31,2,93.9394,3.0
4860,2015,1235,12,11,10,11,11,13,3,Iowa St,25,8,75.7576,0.0
4866,2015,1207,18,21,22,23,26,22,4,Georgetown,21,10,67.7419,1.0
4872,2015,1428,10,20,23,12,10,8,5,Utah,23,8,74.1935,2.0
4878,2015,1374,32,23,16,29,23,19,6,SMU,26,6,81.25,0.0
4884,2015,1234,25,29,36,24,17,24,7,Iowa,21,11,65.625,1.0
4890,2015,1361,39,37,30,35,40,27,8,San Diego St,25,8,75.7576,1.0
4896,2015,1385,40,30,29,38,53,42,9,St John's,20,11,64.5161,0.0
4902,2015,1172,29,31,31,30,37,32,10,Davidson,23,7,76.6667,0.0
4908,2015,1417,42,45,51,47,27,41,11,UCLA,20,13,60.6061,2.0
4914,2015,1372,53,39,42,41,70,35,12,SF Austin,26,4,86.6667,0.0
4920,2015,1186,130,94,95,124,184,136,13,E Washington,23,8,74.1935,0.0
4926,2015,1412,148,148,139,144,129,121,14,UAB,18,15,54.5455,1.0
4932,2015,1295,164,120,114,154,159,151,15,N Dakota St,21,9,70.0,0.0
4938,2015,1316,137,143,161,143,141,127,16,North Florida,20,11,64.5161,0.0
4944,2015,1352,176,197,164,183,165,173,16,Robert Morris,19,14,57.5758,1.0
4950,2015,1242,8,9,7,10,15,11,2,Kansas,26,8,76.4706,1.0
4956,2015,1323,11,8,9,8,8,10,3,Notre Dame,29,5,85.2941,3.0
4962,2015,1268,27,10,11,27,30,33,4,Maryland,27,6,81.8182,1.0
4968,2015,1452,19,18,20,19,29,25,5,West Virginia,23,9,71.875,2.0
4974,2015,1139,20,22,27,20,25,23,6,Butler,22,10,68.75,1.0
4980,2015,1455,21,16,17,18,19,14,7,Wichita St,27,4,87.0968,2.0
4986,2015,1153,50,59,43,50,51,34,8,Cincinnati,22,10,68.75,1.0
4992,2015,1345,41,42,46,33,33,49,9,Purdue,21,12,63.6364,0.0
4998,2015,1231,46,46,53,40,36,53,10,Indiana,20,13,60.6061,0.0
5004,2015,1400,22,32,38,21,20,20,11,Texas,20,13,60.6061,0.0
5010,2015,1138,57,58,55,59,71,54,12,Buffalo,23,9,71.875,0.0
5016,2015,1434,72,48,47,67,85,63,13,Valparaiso,25,5,83.3333,0.0
5022,2015,1318,119,99,97,123,139,120,14,Northeastern,23,11,67.6471,0.0
5028,2015,1308,114,132,126,106,111,88,15,New Mexico St,21,10,67.7419,0.0
5034,2015,1214,249,267,257,266,241,250,16,Hampton,16,17,48.4848,1.0
5040,2015,1264,155,154,158,159,100,146,16,Manhattan,19,13,59.375,0.0
5046,2015,1458,3,4,3,2,3,3,1,Wisconsin,31,3,91.1765,5.0
5052,2015,1112,2,7,6,4,1,2,2,Arizona,31,3,91.1765,3.0
5058,2015,1124,14,15,12,14,18,15,3,Baylor,23,9,71.875,0.0
5064,2015,1314,9,13,14,9,7,16,4,North Carolina,24,11,68.5714,2.0
5070,2015,1116,23,19,18,25,24,29,5,Arkansas,26,8,76.4706,1.0
5076,2015,1462,24,35,33,26,32,26,6,Xavier,21,13,61.7647,2.0
5082,2015,1433,30,25,21,31,41,30,7,VCU,26,9,74.2857,0.0
5088,2015,1332,38,26,25,44,43,46,8,Oregon,24,9,72.7273,1.0
5094,2015,1329,34,38,45,34,56,37,9,Oklahoma St,17,13,56.6667,0.0
5100,2015,1326,17,27,34,17,16,21,10,Ohio St,23,10,69.697,1.0
5106,2015,1140,31,36,37,36,28,31,11,BYU,23,9,71.875,0.0
5112,2015,1279,45,55,54,51,50,44,11,Mississippi,20,12,62.5,1.0
5118,2015,1459,91,54,62,92,118,90,12,Wofford,26,6,81.25,0.0
5124,2015,1217,81,69,63,85,77,78,13,Harvard,20,7,74.0741,0.0
5130,2015,1209,80,93,91,78,91,71,14,Georgia St,23,9,71.875,1.0
5136,2015,1411,203,150,153,204,266,207,15,TX Southern,22,12,64.7059,0.0
5142,2015,1157,134,147,144,145,164,148,16,Coastal Car,20,9,68.9655,0.0
5148,2016,1314,3,2,4,3,3,4,1,North Carolina,28,6,82.3529,5.0
5154,2016,1462,12,8,5,14,14,15,2,Xavier,27,5,84.375,1.0
5160,2016,1452,6,7,11,6,11,6,3,West Virginia,26,8,76.4706,0.0
5166,2016,1246,8,14,12,8,5,7,4,Kentucky,26,8,76.4706,1.0
5172,2016,1231,15,19,24,11,9,14,5,Indiana,25,7,78.125,2.0
5178,2016,1323,31,28,32,35,35,39,6,Notre Dame,21,11,65.625,3.0
5184,2016,1458,34,42,44,36,30,32,7,Wisconsin,20,12,62.5,2.0
5190,2016,1425,43,43,42,43,48,49,8,USC,21,12,63.6364,0.0
5196,2016,1344,46,29,28,44,45,46,9,Providence,23,10,69.697,1.0
5202,2016,1338,35,38,41,34,39,45,10,Pittsburgh,20,11,64.5161,0.0
5208,2016,1276,51,35,49,37,43,56,11,Michigan,21,12,63.6364,1.0
5214,2016,1409,64,60,65,66,71,58,11,Tulsa,20,11,64.5161,0.0
5220,2016,1151,96,54,52,109,123,107,12,Chattanooga,27,5,84.375,0.0
5226,2016,1392,93,87,84,96,105,91,13,Stony Brook,24,6,80.0,0.0
5232,2016,1372,55,80,83,57,36,33,14,SF Austin,23,5,82.1429,1.0
5238,2016,1451,136,115,114,135,188,132,15,Weber St,23,8,74.1935,0.0
5244,2016,1192,256,243,224,266,247,263,16,F Dickinson,17,14,54.8387,0.0
5250,2016,1195,184,194,182,181,199,174,16,FL Gulf Coast,16,13,55.1724,1.0
5256,2016,1438,4,4,6,4,4,2,1,Virginia,26,7,78.7879,3.0
5262,2016,1277,2,3,8,2,1,3,2,Michigan St,29,5,85.2941,0.0
5268,2016,1428,24,11,10,26,17,29,3,Utah,25,8,75.7576,1.0
5274,2016,1235,19,21,25,21,28,18,4,Iowa St,21,11,65.625,2.0
5280,2016,1345,9,12,19,9,6,10,5,Purdue,26,8,76.4706,0.0
5286,2016,1371,26,20,15,29,29,26,6,Seton Hall,25,8,75.7576,0.0
5292,2016,1173,42,34,18,47,49,54,7,Dayton,25,7,78.125,0.0
5298,2016,1403,39,36,33,46,55,42,8,Texas Tech,19,12,61.2903,0.0
5304,2016,1139,32,39,35,30,31,40,9,Butler,21,10,67.7419,1.0
5310,2016,1393,40,50,61,40,33,41,10,Syracuse,19,13,59.375,4.0
5316,2016,1211,28,27,39,22,22,28,11,Gonzaga,25,7,78.125,2.0
5322,2016,1114,66,37,46,71,109,47,12,Ark Little Rock,27,4,87.0968,1.0
5328,2016,1233,103,99,101,97,80,72,13,Iona,22,10,68.75,0.0
5334,2016,1201,106,73,67,100,95,105,14,Fresno St,23,9,71.875,0.0
5340,2016,1292,132,98,95,116,116,123,15,MTSU,22,9,70.9677,1.0
5346,2016,1214,237,183,167,235,236,222,16,Hampton,20,10,66.6667,0.0
5352,2016,1242,1,1,1,1,2,1,1,Kansas,29,4,87.8788,3.0
5358,2016,1437,5,5,2,5,7,5,2,Villanova,29,5,85.2941,6.0
5364,2016,1274,11,10,9,13,16,13,3,Miami FL,25,7,78.125,2.0
5370,2016,1143,22,26,21,27,23,21,4,California,23,10,69.697,0.0
5376,2016,1268,20,15,23,20,21,23,5,Maryland,24,8,75.0,2.0
5382,2016,1112,17,23,16,12,8,16,6,Arizona,25,8,75.7576,0.0
5388,2016,1234,21,25,31,19,26,20,7,Iowa,21,10,67.7419,1.0
5394,2016,1160,50,40,30,49,50,55,8,Colorado,21,11,65.625,0.0
5400,2016,1163,29,33,40,28,27,25,9,Connecticut,24,10,70.5882,1.0
5406,2016,1396,81,46,58,85,81,86,10,Temple,21,11,65.625,0.0
5412,2016,1435,25,51,57,23,25,27,11,Vanderbilt,19,13,59.375,0.0
5418,2016,1455,27,49,45,25,15,12,11,Wichita St,23,8,74.1935,2.0
5424,2016,1355,83,75,54,86,111,80,12,S Dakota St,24,7,77.4194,0.0
5430,2016,1218,72,52,51,69,86,61,13,Hawaii,25,5,83.3333,1.0
5436,2016,1138,131,129,106,133,112,130,14,Buffalo,19,14,57.5758,0.0
5442,2016,1421,117,141,142,139,137,116,15,UNC Asheville,20,11,64.5161,0.0
5448,2016,1122,211,209,210,218,229,211,16,Austin Peay,16,17,48.4848,0.0
5454,2016,1332,13,9,3,15,10,9,1,Oregon,27,6,81.8182,3.0
5460,2016,1328,7,6,7,7,13,8,2,Oklahoma,25,7,78.125,4.0
5466,2016,1401,16,17,13,17,12,17,3,Texas A&M,26,8,76.4706,2.0
5472,2016,1181,14,18,20,16,19,22,4,Duke,23,10,69.697,2.0
5478,2016,1124,23,22,26,24,24,24,5,Baylor,21,11,65.625,0.0
5484,2016,1400,30,24,27,31,37,30,6,Texas,20,12,62.5,0.0
5490,2016,1333,56,44,38,58,64,60,7,Oregon St,18,12,60.0,0.0
5496,2016,1386,37,30,17,41,40,37,8,St Joseph's PA,27,7,79.4118,1.0
5502,2016,1153,36,41,50,32,34,31,9,Cincinnati,22,10,68.75,0.0
5508,2016,1433,33,55,36,39,32,35,10,VCU,24,10,70.5882,1.0
5514,2016,1320,87,85,87,73,66,77,11,Northern Iowa,21,12,63.6364,1.0
5520,2016,1463,53,57,75,56,52,38,12,Yale,21,6,77.7778,1.0
5526,2016,1423,77,66,48,89,104,74,13,UNC Wilmington,23,7,76.6667,0.0
5532,2016,1453,123,109,119,122,114,117,14,WI Green Bay,21,12,63.6364,0.0
5538,2016,1167,110,114,121,114,132,95,15,CS Bakersfield,21,8,72.4138,0.0
5544,2016,1221,287,269,260,268,228,268,16,Holy Cross,14,19,42.4242,1.0
5550,2016,1380,230,203,206,242,282,226,16,Southern Univ,19,12,61.2903,0.0
5556,2017,1437,1,1,1,2,1,2,1,Villanova,31,3,91.1765,1.0
5562,2017,1181,9,6,8,8,6,12,2,Duke,27,8,77.1429,1.0
5568,2017,1124,12,8,11,14,20,13,3,Baylor,24,7,77.4194,2.0
5574,2017,1196,7,18,12,10,14,9,4,Florida,24,8,75.0,3.0
5580,2017,1438,10,20,23,9,10,7,5,Virginia,22,10,68.75,1.0
5586,2017,1374,16,11,13,19,9,11,6,SMU,30,4,88.2353,0.0
5592,2017,1376,33,37,37,31,49,31,7,South Carolina,21,10,67.7419,4.0
5598,2017,1458,21,24,28,17,18,23,8,Wisconsin,25,9,73.5294,2.0
5604,2017,1439,38,30,33,47,38,44,9,Virginia Tech,22,10,68.75,0.0
5610,2017,1266,29,45,47,30,28,28,10,Marquette,19,12,61.2903,0.0
5616,2017,1344,53,49,49,58,46,56,11,Providence,20,12,62.5,0.0
5622,2017,1425,52,41,35,55,52,61,11,USC,24,9,72.7273,2.0
5628,2017,1423,60,43,36,68,79,60,12,UNC Wilmington,27,5,84.375,0.0
5634,2017,1190,70,67,55,77,96,64,13,ETSU,25,7,78.125,0.0
5640,2017,1308,85,73,56,97,177,88,14,New Mexico St,25,5,83.3333,0.0
5646,2017,1407,133,144,155,161,158,130,15,Troy,20,14,58.8235,0.0
5652,2017,1291,207,198,190,216,165,213,16,Mt St Mary's,19,15,55.8824,1.0
5658,2017,1309,189,183,154,208,217,178,16,New Orleans,17,11,60.7143,0.0
5664,2017,1211,2,3,5,1,3,1,1,Gonzaga,32,1,96.9697,5.0
5670,2017,1112,17,5,4,18,21,20,2,Arizona,30,4,88.2353,2.0
5676,2017,1199,18,17,14,20,17,19,3,Florida St,25,8,75.7576,1.0
5682,2017,1452,8,14,20,4,7,5,4,West Virginia,26,8,76.4706,2.0
5688,2017,1323,23,13,19,22,19,25,5,Notre Dame,25,9,73.5294,1.0
5694,2017,1268,37,31,24,42,44,45,6,Maryland,23,8,74.1935,0.0
5700,2017,1388,25,23,18,25,26,14,7,St Mary's CA,28,4,87.5,1.0
5706,2017,1321,39,34,39,39,47,39,8,Northwestern,23,11,67.6471,1.0
5712,2017,1435,34,50,46,43,42,34,9,Vanderbilt,19,15,55.8824,0.0
5718,2017,1433,43,44,30,50,50,52,10,VCU,26,8,76.4706,0.0
5724,2017,1462,46,36,38,32,29,40,11,Xavier,21,13,61.7647,3.0
5730,2017,1343,67,63,64,73,67,59,12,Princeton,22,6,78.5714,0.0
5736,2017,1137,76,79,78,94,72,80,13,Bucknell,26,8,76.4706,0.0
5742,2017,1195,102,84,87,113,102,108,14,FL Gulf Coast,23,7,76.6667,0.0
5748,2017,1315,152,150,148,176,156,173,15,North Dakota,19,9,67.8571,0.0
5754,2017,1355,191,178,185,180,171,187,16,S Dakota St,16,16,50.0,0.0
5760,2017,1242,5,2,2,6,8,10,1,Kansas,28,4,87.5,3.0
5766,2017,1257,6,10,10,7,4,6,2,Louisville,24,8,75.0,1.0
5772,2017,1332,14,12,7,13,24,16,3,Oregon,28,5,84.8485,4.0
5778,2017,1345,11,19,17,12,13,15,4,Purdue,25,7,78.125,2.0
5784,2017,1235,19,15,27,16,11,17,5,Iowa St,23,10,69.697,1.0
5790,2017,1166,26,25,22,27,27,27,6,Creighton,24,9,72.7273,0.0
5796,2017,1276,24,26,29,23,15,21,7,Michigan,24,11,68.5714,2.0
5802,2017,1274,31,29,34,28,37,32,8,Miami FL,21,11,65.625,0.0
5808,2017,1277,44,48,48,36,41,43,9,Michigan St,19,14,57.5758,1.0
5814,2017,1329,27,27,44,24,25,24,10,Oklahoma St,19,12,61.2903,0.0
5820,2017,1348,40,52,43,48,31,37,11,Rhode Island,24,9,72.7273,1.0
5826,2017,1305,47,47,32,56,53,55,12,Nevada,28,6,82.3529,0.0
5832,2017,1436,66,51,50,75,71,63,13,Vermont,28,5,84.8485,0.0
5838,2017,1233,119,124,110,123,100,118,14,Iona,22,12,64.7059,0.0
5844,2017,1240,184,163,181,186,221,158,15,Jacksonville St,18,14,56.25,0.0
5850,2017,1300,160,194,178,179,210,152,16,NC Central,22,8,73.3333,0.0
5856,2017,1413,215,173,169,200,214,218,16,UC Davis,20,12,62.5,1.0
5862,2017,1314,4,7,6,3,5,3,1,North Carolina,26,7,78.7879,6.0
5868,2017,1246,3,4,3,5,2,4,2,Kentucky,29,5,85.2941,3.0
5874,2017,1417,13,9,9,15,16,18,3,UCLA,29,4,87.8788,2.0
5880,2017,1139,22,21,15,26,22,26,4,Butler,23,8,74.1935,2.0
5886,2017,1278,28,28,21,33,36,33,5,Minnesota,24,9,72.7273,0.0
5892,2017,1153,20,16,16,21,23,22,6,Cincinnati,29,5,85.2941,1.0
5898,2017,1173,35,40,31,40,48,36,7,Dayton,23,7,76.6667,0.0
5904,2017,1116,32,32,26,37,40,38,8,Arkansas,25,9,73.5294,1.0
5910,2017,1371,45,33,41,49,34,53,9,Seton Hall,21,11,65.625,0.0
5916,2017,1455,15,22,25,11,12,8,10,Wichita St,29,4,87.8788,1.0
5922,2017,1243,36,35,52,34,35,29,11,Kansas St,20,13,60.6061,1.0
5928,2017,1448,30,39,45,35,32,30,11,Wake Forest,19,13,59.375,0.0
5934,2017,1292,50,42,40,60,65,48,12,MTSU,29,4,87.8788,1.0
5940,2017,1457,98,93,70,114,134,112,13,Winthrop,24,6,80.0,0.0
5946,2017,1245,132,121,124,138,138,141,14,Kent,21,13,61.7647,0.0
5952,2017,1297,138,116,105,153,157,147,15,N Kentucky,22,10,68.75,0.0
5958,2017,1411,197,159,152,204,205,207,16,TX Southern,23,11,67.6471,0.0
5964,2018,1437,1,2,2,1,2,2,1,Villanova,30,4,88.2353,6.0
5970,2018,1345,4,5,10,5,4,5,2,Purdue,28,6,82.3529,2.0
5976,2018,1403,13,14,19,13,10,12,3,Texas Tech,24,9,72.7273,3.0
5982,2018,1455,21,20,14,15,18,20,4,Wichita St,25,7,78.125,0.0
5988,2018,1452,15,15,20,9,17,13,5,West Virginia,24,10,70.5882,2.0
5994,2018,1196,23,33,33,18,24,23,6,Florida,20,12,62.5,1.0
6000,2018,1116,25,23,23,31,30,37,7,Arkansas,23,11,67.6471,0.0
6006,2018,1439,30,30,47,37,32,32,8,Virginia Tech,21,11,65.625,0.0
6012,2018,1104,45,56,46,46,40,51,9,Alabama,19,15,55.8824,1.0
6018,2018,1139,27,35,39,28,27,25,10,Butler,20,13,60.6061,1.0
6024,2018,1382,59,44,32,60,60,69,11,St Bonaventure,25,7,78.125,1.0
6030,2018,1417,44,51,35,44,54,48,11,UCLA,21,11,65.625,0.0
6036,2018,1293,66,63,60,82,66,59,12,Murray St,24,5,82.7586,0.0
6042,2018,1267,102,84,93,125,118,114,13,Marshall,23,10,69.697,1.0
6048,2018,1372,109,86,98,120,150,111,14,SF Austin,24,6,80.0,0.0
